Time [10 us];CAN_C1::BCM_COMMAND::BrakePedalSwitchNOSts;CAN_C1::BRAKE1::VehicleSpeedVSOSig;CAN_C1::ENGINE4::EngineTorque;CAN_C1::ENGINE1::EngineSpeed;CAN_C1::ENGINE7::ActualGearGSI
2101660;0;13,8125;17;1796;1
2101884;0;14,125;17;1796;1
2102168;0;14,125;17;1789;1
2102192;0;14,125;17;1789;1
2102664;0;14,125;17;1789;1
2102885;0;13,875;17;1789;1
2103168;0;13,875;17;1791;1
2103192;0;13,875;17;1791;1
2103660;0;13,875;17;1791;1
2103885;0;14;17;1791;1
2104170;0;14;17;1792;1
2104193;0;14;16;1792;1
2104666;0;14;16;1792;1
2104818;0;14;16;1792;1
2104885;0;13,75;16;1792;1
2105168;0;13,75;16;1789;1
2105191;0;13,75;16;1789;1
2105661;0;13,75;16;1789;1
2105884;0;13,6875;16;1789;1
2106168;0;13,6875;16;1787;1
2106192;0;13,6875;16;1787;1
2106662;0;13,6875;16;1787;1
2106885;0;13,8125;16;1787;1
2107168;0;13,8125;16;1792;1
2107191;0;13,8125;16;1792;1
2107662;0;13,8125;16;1792;1
2107885;0;13,9375;16;1792;1
2108168;0;13,9375;16;1790;1
2108191;0;13,9375;15;1790;1
2108666;0;13,9375;15;1790;1
2108887;0;14;15;1790;1
2109168;0;14;15;1790;1
2109191;0;14;15;1790;1
2109662;0;14;15;1790;1
2109802;0;14;15;1790;1
2109883;0;13,9375;15;1790;1
2110168;0;13,9375;15;1794;1
2110191;0;13,9375;15;1794;1
2110662;0;13,9375;15;1794;1
2110885;0;13,75;15;1794;1
2111168;0;13,75;15;1797;1
2111192;0;13,75;15;1797;1
2111663;0;13,75;15;1797;1
2111884;0;13,75;15;1797;1
2112168;0;13,75;15;1795;1
2112191;0;13,75;15;1795;1
2112663;0;13,75;15;1795;1
2112885;0;13,8125;15;1795;1
2113168;0;13,8125;15;1800;1
2113192;0;13,8125;15;1800;1
2113675;0;13,8125;15;1800;1
2113887;0;13,9375;15;1800;1
2114168;0;13,9375;15;1804;1
2114192;0;13,9375;14;1804;1
2114663;0;13,9375;14;1804;1
2114792;0;13,9375;14;1804;1
2114885;0;14;14;1804;1
2115168;0;14;14;1804;1
2115191;0;14;13;1804;1
2115664;0;14;13;1804;1
2115884;0;13,9375;13;1804;1
2116168;0;13,9375;13;1805;1
2116191;0;13,9375;13;1805;1
2116664;0;13,9375;13;1805;1
2116884;0;13,75;13;1805;1
2117168;0;13,75;13;1815;1
2117191;0;13,75;12;1815;1
2117673;0;13,75;12;1815;1
2117885;0;13,75;12;1815;1
2118168;0;13,75;12;1814;1
2118192;0;13,75;11;1814;1
2118681;0;13,75;11;1814;1
2118907;0;13,5625;11;1814;1
2119168;0;13,5625;11;1814;1
2119192;0;13,5625;11;1814;1
2119665;0;13,5625;11;1814;1
2119802;0;13,5625;11;1814;1
2119884;0;13,6875;11;1814;1
2120167;0;13,6875;11;1819;1
2120192;0;13,6875;10;1819;1
2120669;0;13,6875;10;1819;1
2120894;0;13,6875;10;1819;1
2121167;0;13,6875;10;1822;1
2121191;0;13,6875;20;1822;1
2121665;0;13,6875;20;1822;1
2121884;0;13,625;20;1822;1
2122168;0;13,625;20;1824;1
2122192;0;13,625;19;1824;1
2122673;0;13,625;19;1824;1
2122884;0;13,5625;19;1824;1
2123167;0;13,5625;19;1830;1
2123191;0;13,5625;18;1830;1
2123666;0;13,5625;18;1830;1
2123884;0;13,5625;18;1830;1
2124168;0;13,5625;18;1833;1
2124191;0;13,5625;14;1833;1
2124671;0;13,5625;14;1833;1
2124832;0;13,5625;14;1833;1
2124884;0;13,5;14;1833;1
2125196;0;13,5;14;1833;1
2125220;0;13,5;13;1833;1
2125666;0;13,5;13;1833;1
2125884;0;13,5625;13;1833;1
2126167;0;13,5625;13;1837;1
2126191;0;13,5625;12;1837;1
2126667;0;13,5625;12;1837;1
2126899;0;13,6875;12;1837;1
2127168;0;13,6875;12;1839;1
2127192;0;13,6875;11;1839;1
2127678;0;13,6875;11;1839;1
2127884;0;13,6875;11;1839;1
2128168;0;13,6875;11;1838;1
2128191;0;13,6875;10;1838;1
2128675;0;13,6875;10;1838;1
2128886;0;13,75;10;1838;1
2129167;0;13,75;10;1837;1
2129191;0;13,75;10;1837;1
2129667;0;13,75;10;1837;1
2129802;0;13,75;10;1837;1
2129883;0;13,4375;10;1837;1
2130168;0;13,4375;10;1840;1
2130192;0;13,4375;9;1840;1
2130673;0;13,4375;9;1840;1
2130884;0;13,125;9;1840;1
2131169;0;13,125;9;1835;1
2131193;0;13,125;8;1835;1
2131668;0;13,125;8;1835;1
2131890;0;13,125;8;1835;1
2132169;0;13,125;8;1830;1
2132193;0;13,125;9;1830;1
2132676;0;13,125;9;1830;1
2132884;0;13,375;9;1830;1
2133169;0;13,375;9;1828;1
2133193;0;13,375;10;1828;1
2133668;0;13,375;10;1828;1
2133885;0;13,6875;10;1828;1
2134185;0;13,6875;10;1826;1
2134209;0;13,6875;10;1826;1
2134675;0;13,6875;10;1826;1
2134795;0;13,6875;10;1826;1
2134884;0;13,8125;10;1826;1
2135168;0;13,8125;10;1812;1
2135192;0;13,8125;11;1812;1
2135669;0;13,8125;11;1812;1
2135884;0;13,875;11;1812;1
2136168;0;13,875;11;1809;1
2136191;0;13,875;12;1809;1
2136669;0;13,875;12;1809;1
2136884;0;13,75;12;1809;1
2137168;0;13,75;12;1806;1
2137191;0;13,75;12;1806;1
2137670;0;13,75;12;1806;1
2137885;0;13,6875;12;1806;1
2138168;0;13,6875;12;1798;1
2138191;0;13,6875;13;1798;1
2138670;0;13,6875;13;1798;1
2138887;0;13,625;13;1798;1
2139183;0;13,625;13;1792;1
2139206;0;13,625;14;1792;1
2139670;0;13,625;14;1792;1
2139799;0;13,625;14;1792;1
2139884;0;13,6875;14;1792;1
2140168;0;13,6875;14;1788;1
2140191;0;13,6875;13;1788;1
2140670;0;13,6875;13;1788;1
2140884;0;13,6875;13;1788;1
2141168;0;13,6875;13;1782;1
2141191;0;13,6875;13;1782;1
2141683;0;13,6875;13;1782;1
2141892;0;13,6875;13;1782;1
2142171;0;13,6875;14;1782;1
2142219;0;13,6875;14;1776;1
2142671;0;13,6875;14;1776;1
2142885;0;13,5625;14;1776;1
2143168;0;13,5625;14;1775;1
2143191;0;13,5625;13;1775;1
2143671;0;13,5625;13;1775;1
2143884;0;13,625;13;1775;1
2144168;0;13,625;13;1773;1
2144191;0;13,625;13;1773;1
2144671;0;13,625;13;1773;1
2144821;0;13,625;13;1773;1
2144885;0;13,625;13;1773;1
2145168;0;13,625;13;1766;1
2145191;0;13,625;14;1766;1
2145672;0;13,625;14;1766;1
2145884;0;13,6875;14;1766;1
2146168;0;13,6875;14;1762;1
2146191;0;13,6875;14;1762;1
2146678;0;13,6875;14;1762;1
2146897;0;13,875;14;1762;1
2147167;0;13,875;14;1762;1
2147191;0;13,875;13;1762;1
2147672;0;13,875;13;1762;1
2147885;0;13,8125;13;1762;1
2148168;0;13,8125;13;1758;1
2148191;0;13,8125;12;1758;1
2148672;0;13,8125;12;1758;1
2148886;0;13,8125;12;1758;1
2149171;0;13,8125;12;1755;1
2149195;0;13,8125;12;1755;1
2149673;0;13,8125;12;1755;1
2149802;0;13,8125;12;1755;1
2149883;0;13,75;12;1755;1
2150168;0;13,75;12;1758;1
2150192;0;13,75;10;1758;1
2150673;0;13,75;10;1758;1
2150884;0;13,6875;10;1758;1
2151167;0;13,6875;10;1757;1
2151191;0;13,6875;9;1757;1
2151673;0;13,6875;9;1757;1
2151883;0;13,6875;9;1757;1
2152168;0;13,6875;9;1756;1
2152192;0;13,6875;9;1756;1
2152681;0;13,6875;9;1756;1
2152884;0;13,6875;9;1756;1
2153168;0;13,6875;9;1759;1
2153192;0;13,6875;9;1759;1
2153674;0;13,6875;9;1759;1
2153884;0;13,8125;9;1759;1
2154167;0;13,8125;9;1762;1
2154191;0;13,8125;7;1762;1
2154681;0;13,8125;7;1762;1
2154793;0;13,8125;7;1762;1
2154884;0;13,875;7;1762;1
2155167;0;13,875;7;1761;1
2155191;0;13,875;6;1761;1
2155674;0;13,875;6;1761;1
2155883;0;13,9375;6;1761;1
2156187;0;13,9375;6;1760;1
2156211;0;13,9375;6;1760;1
2156674;0;13,9375;6;1760;1
2156885;0;13,875;6;1760;1
2157168;0;13,875;6;1766;1
2157191;0;13,875;5;1766;1
2157675;0;13,875;5;1766;1
2157884;0;13,8125;5;1766;1
2158167;0;13,8125;5;1765;1
2158191;0;13,8125;4;1765;1
2158675;0;13,8125;4;1765;1
2158910;0;13,9375;4;1765;1
2159168;0;13,9375;4;1764;1
2159191;0;13,9375;4;1764;1
2159675;0;13,9375;4;1764;1
2159817;0;13,9375;4;1764;1
2159883;0;13,8125;4;1764;1
2160168;0;13,8125;4;1767;1
2160192;0;13,8125;3;1767;1
2160676;0;13,8125;3;1767;1
2160886;0;13,875;3;1767;1
2161168;0;13,875;3;1769;1
2161192;0;13,875;3;1769;1
2161676;0;13,875;3;1769;1
2161883;0;13,875;3;1769;1
2162168;0;13,875;3;1768;1
2162192;0;13,875;3;1768;1
2162676;0;13,875;3;1768;1
2162884;0;13,8125;3;1768;1
2163168;0;13,8125;3;1770;1
2163192;0;13,8125;3;1770;1
2163676;0;13,8125;3;1770;1
2163885;0;13,875;3;1770;1
2164167;0;13,875;3;1771;1
2164191;0;13,875;2;1771;1
2164676;0;13,875;2;1771;1
2164884;0;13,9375;2;1771;1
2164952;0;13,9375;2;1771;1
2165168;0;13,9375;2;1768;1
2165191;0;13,9375;2;1768;1
2165689;0;13,9375;2;1768;1
2165883;0;13,75;2;1768;1
2166202;0;13,75;2;1768;1
2166225;0;13,75;2;1767;1
2166681;0;13,75;2;1767;1
2166884;0;13,625;2;1767;1
2167257;0;13,625;1;1767;1
2167281;0;13,625;1;1770;1
2167677;0;13,625;1;1770;1
2167884;0;13,6875;1;1770;1
2168168;0;13,6875;1;1772;1
2168192;0;13,6875;1;1772;1
2168678;0;13,6875;1;1772;1
2168886;0;13,625;1;1772;1
2169168;0;13,625;1;1770;1
2169192;0;13,625;1;1770;1
2169691;0;13,625;1;1770;1
2169845;0;13,625;1;1770;1
2169893;0;13,6875;1;1770;1
2170168;0;13,6875;1;1773;1
2170192;0;13,6875;1;1773;1
2170679;0;13,6875;1;1773;1
2170884;0;13,8125;1;1773;1
2171168;0;13,8125;1;1775;1
2171192;0;13,8125;0;1775;1
2171678;0;13,8125;0;1775;1
2171883;0;13,5625;0;1775;1
2172168;0;13,5625;0;1773;1
2172192;0;13,5625;1;1773;1
2172686;0;13,5625;1;1773;1
2172884;0;13,625;1;1773;1
2173168;0;13,625;1;1772;1
2173191;0;13,625;2;1772;1
2173688;0;13,625;2;1772;1
2173885;0;13,4375;2;1772;1
2174168;0;13,4375;2;1779;1
2174191;0;13,4375;1;1779;1
2174686;0;13,4375;1;1779;1
2174853;0;13,4375;1;1779;1
2174901;0;13,4375;1;1779;1
2175168;0;13,4375;1;1779;1
2175192;0;13,4375;1;1779;1
2175688;0;13,4375;1;1779;1
2175889;0;13,375;1;1779;1
2176207;0;13,375;2;1779;1
2176231;0;13,375;2;1779;1
2176680;0;13,375;2;1779;1
2176884;0;13,375;2;1779;1
2177168;0;13,375;2;1783;1
2177192;0;13,375;2;1783;1
2177680;0;13,375;2;1783;1
2177885;0;13,375;2;1783;1
2178187;0;13,375;2;1786;1
2178211;0;13,375;2;1786;1
2178683;0;13,375;2;1786;1
2178886;0;13,25;2;1786;1
2179168;0;13,25;2;1782;1
2179192;0;13,25;4;1782;1
2179681;0;13,25;4;1782;1
2179820;0;13,25;4;1782;1
2179884;0;13,1875;4;1782;1
2180168;0;13,1875;4;1786;1
2180191;0;13,1875;4;1786;1
2180681;0;13,1875;4;1786;1
2180884;0;13,25;4;1786;1
2181168;0;13,25;4;1790;1
2181192;0;13,25;4;1790;1
2181693;0;13,25;4;1790;1
2181883;0;13,25;4;1790;1
2182169;0;13,25;4;1789;1
2182193;0;13,25;5;1789;1
2182685;0;13,25;5;1789;1
2182884;0;13,3125;5;1789;1
2183210;0;13,3125;5;1789;1
2183234;0;13,3125;5;1789;1
2183685;0;13,3125;5;1789;1
2183884;0;13,25;5;1789;1
2184170;0;13,25;5;1796;1
2184194;0;13,25;5;1796;1
2184686;0;13,25;5;1796;1
2184838;0;13,25;5;1796;1
2184886;0;13,125;5;1796;1
2185168;0;13,125;5;1793;1
2185192;0;13,125;5;1793;1
2185682;0;13,125;5;1793;1
2185891;0;13,125;5;1793;1
2186172;0;13,125;6;1793;1
2186220;0;13,125;6;1793;1
2186683;0;13,125;6;1793;1
2186884;0;13,25;6;1793;1
2187168;0;13,25;6;1795;1
2187191;0;13,25;7;1795;1
2187683;0;13,25;7;1795;1
2187884;0;13,375;7;1795;1
2188168;0;13,375;7;1795;1
2188192;0;13,375;7;1795;1
2188683;0;13,375;7;1795;1
2188885;0;13,4375;7;1795;1
2189168;0;13,4375;7;1794;1
2189191;0;13,4375;8;1794;1
2189683;0;13,4375;8;1794;1
2189821;0;13,4375;8;1794;1
2189883;0;13,4375;8;1794;1
2190168;0;13,4375;8;1799;1
2190192;0;13,4375;8;1799;1
2190683;0;13,4375;8;1799;1
2190884;0;13,5;8;1799;1
2191173;0;13,5;8;1802;1
2191197;0;13,5;8;1802;1
2191695;0;13,5;8;1802;1
2191884;0;13,5;8;1802;1
2192168;0;13,5;8;1800;1
2192192;0;13,5;8;1800;1
2192684;0;13,5;8;1800;1
2192884;0;13,5;8;1800;1
2193168;0;13,5;8;1799;1
2193192;0;13,5;9;1799;1
2193684;0;13,5;9;1799;1
2193884;0;13,5625;9;1799;1
2194168;0;13,5625;9;1807;1
2194192;0;13,5625;8;1807;1
2194690;0;13,5625;8;1807;1
2194812;0;13,5625;8;1807;1
2194884;0;13,6875;8;1807;1
2195168;0;13,6875;8;1806;1
2195192;0;13,6875;7;1806;1
2195685;0;13,6875;7;1806;1
2195889;0;13,75;7;1806;1
2196169;0;13,75;7;1805;1
2196217;0;13,75;8;1805;1
2196685;0;13,75;8;1805;1
2196884;0;13,75;8;1805;1
2197168;0;13,75;8;1810;1
2197191;0;13,75;8;1810;1
2197685;0;13,75;8;1810;1
2197885;0;13,8125;8;1810;1
2198235;0;13,8125;7;1810;1
2198258;0;13,8125;7;1814;1
2198690;0;13,8125;7;1814;1
2198886;0;13,875;7;1814;1
2199168;0;13,875;7;1809;1
2199191;0;13,875;8;1809;1
2199686;0;13,875;8;1809;1
2199818;0;13,875;8;1809;1
2199883;0;14;8;1809;1
2200168;0;14;8;1813;1
2200191;0;14;9;1813;1
2200691;0;14;9;1813;1
2200884;0;14;9;1813;1
2201168;0;14;9;1818;1
2201192;0;14;9;1818;1
2201686;0;14;9;1818;1
2201884;0;14;9;1818;1
2202168;0;14;9;1817;1
2202192;0;14;9;1817;1
2202691;0;14;9;1817;1
2202884;0;13,9375;9;1817;1
2203168;0;13,9375;9;1815;1
2203192;0;13,9375;9;1815;1
2203687;0;13,9375;9;1815;1
2203884;0;13,875;9;1815;1
2204168;0;13,875;9;1821;1
2204192;0;13,875;9;1821;1
2204692;0;13,875;9;1821;1
2204884;0;13,9375;9;1821;1
2204952;0;13,9375;9;1821;1
2205167;0;13,9375;9;1819;1
2205191;0;13,9375;9;1819;1
2205687;0;13,9375;9;1819;1
2205892;0;13,875;9;1819;1
2206174;0;13,875;9;1818;1
2206198;0;13,875;10;1818;1
2206687;0;13,875;10;1818;1
2206884;0;13,75;10;1818;1
2207169;0;13,75;10;1821;1
2207192;0;13,75;10;1821;1
2207688;0;13,75;10;1821;1
2207884;0;13,6875;10;1821;1
2208168;0;13,6875;10;1823;1
2208192;0;13,6875;9;1823;1
2208688;0;13,6875;9;1823;1
2208886;0;13,625;9;1823;1
2209168;0;13,625;9;1822;1
2209191;0;13,625;10;1822;1
2209688;0;13,625;10;1822;1
2209849;0;13,625;10;1822;1
2209897;0;13,6875;10;1822;1
2210168;0;13,6875;10;1825;1
2210192;0;13,6875;10;1825;1
2210689;0;13,6875;10;1825;1
2210884;0;13,6875;10;1825;1
2211168;0;13,6875;10;1827;1
2211192;0;13,6875;9;1827;1
2211689;0;13,6875;9;1827;1
2211883;0;13,625;9;1827;1
2212234;0;13,625;9;1825;1
2212282;0;13,625;10;1825;1
2212689;0;13,625;10;1825;1
2212884;0;13,25;10;1825;1
2213168;0;13,25;10;1828;1
2213192;0;13,25;10;1828;1
2213689;0;13,25;10;1828;1
2213886;0;13;10;1828;1
2214168;0;13;10;1830;1
2214192;0;13;10;1830;1
2214690;0;13;10;1830;1
2214842;0;13;10;1830;1
2214890;0;13;10;1830;1
2215168;0;13;10;1829;1
2215191;0;13;10;1829;1
2215690;0;13;10;1829;1
2215883;0;13,1875;10;1829;1
2216168;0;13,1875;10;1828;1
2216191;0;13,1875;11;1828;1
2216690;0;13,1875;11;1828;1
2216885;0;13,4375;11;1828;1
2217168;0;13,4375;11;1831;1
2217191;0;13,4375;10;1831;1
2217691;0;13,4375;10;1831;1
2217884;0;13,5;10;1831;1
2218168;0;13,5;10;1829;1
2218192;0;13,5;10;1829;1
2218691;0;13,5;10;1829;1
2218908;0;13,4375;10;1829;1
2219168;0;13,4375;10;1826;1
2219192;0;13,4375;11;1826;1
2219691;0;13,4375;11;1826;1
2219824;0;13,4375;11;1826;1
2219883;0;13,375;11;1826;1
2220168;0;13,375;11;1826;1
2220191;0;13,375;12;1826;1
2220696;0;13,375;12;1826;1
2220885;0;13,375;12;1826;1
2221168;0;13,375;12;1826;1
2221192;0;13,375;12;1826;1
2221692;0;13,375;12;1826;1
2221883;0;13,3125;12;1826;1
2222168;0;13,3125;12;1817;1
2222192;0;13,3125;13;1817;1
2222692;0;13,3125;13;1817;1
2222884;0;13,4375;13;1817;1
2223168;0;13,4375;13;1816;1
2223191;0;13,4375;14;1816;1
2223692;0;13,4375;14;1816;1
2223884;0;13,375;14;1816;1
2224168;0;13,375;14;1813;1
2224191;0;13,375;14;1813;1
2224692;0;13,375;14;1813;1
2224822;0;13,375;14;1813;1
2224884;0;13,375;14;1813;1
2225168;0;13,375;14;1805;1
2225191;0;13,375;16;1805;1
2225692;0;13,375;16;1805;1
2225883;0;13,25;16;1805;1
2226168;0;13,25;16;1798;1
2226192;0;13,25;18;1798;1
2226700;0;13,25;18;1798;1
2226884;0;13,4375;18;1798;1
2227168;0;13,4375;18;1792;1
2227192;0;13,4375;18;1792;1
2227693;0;13,4375;18;1792;1
2227884;0;13,5625;18;1792;1
2228168;0;13,5625;18;1784;1
2228192;0;13,5625;18;1784;1
2228693;0;13,5625;18;1784;1
2228885;0;13,5625;18;1784;1
2229168;0;13,5625;18;1778;1
2229191;0;13,5625;20;1778;1
2229693;0;13,5625;20;1778;1
2229831;0;13,5625;20;1778;1
2229883;0;13,5;20;1778;1
2230169;0;13,5;20;1776;1
2230192;0;13,5;20;1776;1
2230694;0;13,5;20;1776;1
2230884;0;13,625;20;1776;1
2231168;0;13,625;20;1773;1
2231192;0;13,625;20;1773;1
2231705;0;13,625;20;1773;1
2231884;0;13,6875;20;1773;1
2232169;0;13,6875;20;1765;1
2232192;0;13,6875;22;1765;1
2232694;0;13,6875;22;1765;1
2232883;0;13,6875;22;1765;1
2233168;0;13,6875;22;1759;1
2233192;0;13,6875;22;1759;1
2233695;0;13,6875;22;1759;1
2233884;0;13,75;22;1759;1
2234169;0;13,75;22;1758;1
2234193;0;13,75;22;1758;1
2234695;0;13,75;22;1758;1
2234841;0;13,75;22;1758;1
2234888;0;13,75;22;1758;1
2235169;0;13,75;22;1754;1
2235192;0;13,75;21;1754;1
2235695;0;13,75;21;1754;1
2235883;0;13,875;21;1754;1
2236199;0;13,875;21;1754;1
2236223;0;13,875;21;1752;1
2236699;0;13,875;21;1752;1
2236883;0;13,75;21;1752;1
2237168;0;13,75;21;1755;1
2237192;0;13,75;20;1755;1
2237696;0;13,75;20;1755;1
2237884;0;13,75;20;1755;1
2238168;0;13,75;20;1757;1
2238192;0;13,75;19;1757;1
2238696;0;13,75;19;1757;1
2238887;0;13,6875;19;1757;1
2239168;0;13,6875;19;1755;1
2239192;0;13,6875;19;1755;1
2239696;0;13,6875;19;1755;1
2239808;0;13,6875;19;1755;1
2239884;0;13,5;19;1755;1
2240168;0;13,5;19;1759;1
2240191;0;13,5;18;1759;1
2240696;0;13,5;18;1759;1
2240884;0;13,6875;18;1759;1
2241168;0;13,6875;18;1763;1
2241191;0;13,6875;17;1763;1
2241705;0;13,6875;17;1763;1
2241883;0;13,6875;17;1763;1
2242168;0;13,6875;17;1762;1
2242192;0;13,6875;16;1762;1
2242697;0;13,6875;16;1762;1
2242884;0;13,625;16;1762;1
2243168;0;13,625;16;1763;1
2243192;0;13,625;15;1763;1
2243702;0;13,625;15;1763;1
2243884;0;13,75;15;1763;1
2244168;0;13,75;15;1773;1
2244191;0;13,75;14;1773;1
2244697;0;13,75;14;1773;1
2244837;0;13,75;14;1773;1
2244885;0;13,6875;14;1773;1
2245168;0;13,6875;14;1772;1
2245191;0;13,6875;13;1772;1
2245706;0;13,6875;13;1772;1
2245888;0;13,625;13;1772;1
2246168;0;13,625;13;1773;1
2246191;0;13,625;13;1773;1
2246698;0;13,625;13;1773;1
2246885;0;13,5625;13;1773;1
2247168;0;13,5625;13;1778;1
2247191;0;13,5625;12;1778;1
2247698;0;13,5625;12;1778;1
2247884;0;13,625;12;1778;1
2248168;0;13,625;12;1782;1
2248191;0;13,625;11;1782;1
2248699;0;13,625;11;1782;1
2248885;0;13,5625;11;1782;1
2249168;0;13,5625;11;1782;1
2249192;0;13,5625;11;1782;1
2249699;0;13,5625;11;1782;1
2249823;0;13,5625;11;1782;1
2249883;0;13,5625;11;1782;1
2250168;0;13,5625;11;1786;1
2250192;0;13,5625;11;1786;1
2250700;0;13,5625;11;1786;1
2250883;0;13,625;11;1786;1
2251168;0;13,625;11;1789;1
2251192;0;13,625;10;1789;1
2251699;0;13,625;10;1789;1
2251883;0;13,6875;10;1789;1
2252168;0;13,6875;10;1788;1
2252192;0;13,6875;10;1788;1
2252708;0;13,6875;10;1788;1
2252883;0;13,75;10;1788;1
2253169;0;13,75;10;1789;1
2253193;0;13,75;10;1789;1
2253700;0;13,75;10;1789;1
2253884;0;13,75;10;1789;1
2254173;0;13,75;10;1791;1
2254197;0;13,75;10;1791;1
2254700;0;13,75;10;1791;1
2254815;0;13,75;10;1791;1
2254884;0;13,625;10;1791;1
2255168;0;13,625;10;1795;1
2255192;0;13,625;9;1795;1
2255700;0;13,625;9;1795;1
2255883;0;13,5625;9;1795;1
2256168;0;13,5625;9;1795;1
2256191;0;13,5625;10;1795;1
2256701;0;13,5625;10;1795;1
2256883;0;13,625;10;1795;1
2257168;0;13,625;10;1798;1
2257191;0;13,625;10;1798;1
2257701;0;13,625;10;1798;1
2257884;0;13,5625;10;1798;1
2258168;0;13,5625;10;1800;1
2258192;0;13,5625;9;1800;1
2258701;0;13,5625;9;1800;1
2258886;0;13,625;9;1800;1
2259186;0;13,625;9;1799;1
2259210;0;13,625;10;1799;1
2259702;0;13,625;10;1799;1
2259821;0;13,625;10;1799;1
2259883;0;13,625;10;1799;1
2260168;0;13,625;10;1803;1
2260191;0;13,625;10;1803;1
2260702;0;13,625;10;1803;1
2260884;0;13,625;10;1803;1
2261168;0;13,625;10;1805;1
2261192;0;13,625;9;1805;1
2261702;0;13,625;9;1805;1
2261883;0;13,625;9;1805;1
2262168;0;13,625;9;1805;1
2262192;0;13,625;9;1805;1
2262702;0;13,625;9;1805;1
2262883;0;13,625;9;1805;1
2263168;0;13,625;9;1804;1
2263192;0;13,625;10;1804;1
2263702;0;13,625;10;1804;1
2263884;0;13,6875;10;1804;1
2264168;0;13,6875;10;1808;1
2264192;0;13,6875;9;1808;1
2264703;0;13,6875;9;1808;1
2264848;0;13,6875;9;1808;1
2264896;0;13,625;9;1808;1
2265168;0;13,625;9;1809;1
2265192;0;13,625;9;1809;1
2265703;0;13,625;9;1809;1
2265896;0;13,5;9;1809;1
2266168;0;13,5;9;1808;1
2266192;0;13,5;9;1808;1
2266704;0;13,5;9;1808;1
2266888;0;13,5;9;1808;1
2267168;0;13,5;9;1811;1
2267192;0;13,5;9;1811;1
2267703;0;13,5;9;1811;1
2267884;0;13,5;9;1811;1
2268168;0;13,5;9;1813;1
2268192;0;13,5;9;1813;1
2268704;0;13,5;9;1813;1
2268886;0;13,625;9;1813;1
2269168;0;13,625;9;1812;1
2269192;0;13,625;10;1812;1
2269704;0;13,625;10;1812;1
2269820;0;13,625;10;1812;1
2269883;0;13,6875;10;1812;1
2270168;0;13,6875;10;1814;1
2270191;0;13,6875;10;1814;1
2270704;0;13,6875;10;1814;1
2270884;0;13,6875;10;1814;1
2271168;0;13,6875;10;1816;1
2271192;0;13,6875;10;1816;1
2271704;0;13,6875;10;1816;1
2271883;0;13,5625;10;1816;1
2272168;0;13,5625;10;1814;1
2272191;0;13,5625;10;1814;1
2272705;0;13,5625;10;1814;1
2272884;0;13,5625;10;1814;1
2273168;0;13,5625;10;1812;1
2273192;0;13,5625;11;1812;1
2273705;0;13,5625;11;1812;1
2273884;0;13,625;11;1812;1
2274168;0;13,625;11;1816;1
2274192;0;13,625;11;1816;1
2274713;0;13,625;11;1816;1
2274812;0;13,625;11;1816;1
2274883;0;13,75;11;1816;1
2275168;0;13,75;11;1814;1
2275192;0;13,75;10;1814;1
2275706;0;13,75;10;1814;1
2275891;0;13,8125;10;1814;1
2276168;0;13,8125;10;1812;1
2276192;0;13,8125;11;1812;1
2276706;0;13,8125;11;1812;1
2276883;0;13,75;11;1812;1
2277168;0;13,75;11;1814;1
2277192;0;13,75;11;1814;1
2277718;0;13,75;11;1814;1
2277884;0;13,6875;11;1814;1
2278210;0;13,6875;11;1816;1
2278234;0;13,6875;11;1816;1
2278706;0;13,6875;11;1816;1
2278885;0;13,5625;11;1816;1
2279168;0;13,5625;11;1811;1
2279191;0;13,5625;12;1811;1
2279711;0;13,5625;12;1811;1
2279827;0;13,5625;12;1811;1
2279883;0;13,8125;12;1811;1
2280168;0;13,8125;12;1812;1
2280191;0;13,8125;12;1812;1
2280715;0;13,8125;12;1812;1
2280883;0;13,75;12;1812;1
2281168;0;13,75;12;1814;1
2281192;0;13,75;12;1814;1
2281707;0;13,75;12;1814;1
2281883;0;13,875;12;1814;1
2282169;0;13,875;12;1812;1
2282192;0;13,875;12;1812;1
2282712;0;13,875;12;1812;1
2282881;0;13,8125;12;1812;1
2283178;0;13,8125;12;1811;1
2283201;0;13,8125;13;1811;1
2283708;0;13,8125;13;1811;1
2283883;0;13,875;13;1811;1
2284168;0;13,875;13;1815;1
2284216;0;13,875;12;1815;1
2284708;0;13,875;12;1815;1
2284881;0;13,875;12;1815;1
2284949;0;13,875;12;1815;1
2285169;0;13,875;12;1813;1
2285193;0;13,875;12;1813;1
2285708;0;13,875;12;1813;1
2285895;0;13,8125;12;1813;1
2286169;0;13,8125;12;1812;1
2286193;0;13,8125;12;1812;1
2286713;0;13,8125;12;1812;1
2286881;0;13,8125;12;1812;1
2287168;0;13,8125;12;1815;1
2287191;0;13,8125;12;1815;1
2287709;0;13,8125;12;1815;1
2287882;0;13,75;12;1815;1
2288168;0;13,75;12;1818;1
2288192;0;13,75;11;1818;1
2288709;0;13,75;11;1818;1
2288885;0;13,8125;11;1818;1
2289168;0;13,8125;11;1816;1
2289192;0;13,8125;12;1816;1
2289709;0;13,8125;12;1816;1
2289883;0;13,8125;12;1816;1
2289956;0;13,8125;12;1816;1
2290168;0;13,8125;12;1819;1
2290192;0;13,8125;12;1819;1
2290709;0;13,8125;12;1819;1
2290883;0;13,75;12;1819;1
2291168;0;13,75;12;1821;1
